timestamp,main_aqi,co,no,no2,o3,so2,pm2_5,pm10
1674597600,2,283.72,0.01,12.17,35.76,2.18,11.91,12.89
1674601200,2,283.72,0.0,11.14,36.48,1.73,12.24,13.21
1674604800,2,283.72,0.0,10.37,36.84,1.42,12.62,13.59
1674608400,2,283.72,0.0,9.68,37.55,1.27,12.94,13.94
1674612000,2,283.72,0.0,9.08,38.27,1.21,13.23,14.29
1674615600,2,287.06,0.0,8.65,38.98,1.22,13.55,14.7
1674619200,2,287.06,0.0,8.4,39.7,1.27,13.85,15.04
1674622800,2,290.39,0.0,8.65,39.7,1.4,14.3,15.51
1674626400,2,297.07,0.0,10.02,38.27,1.76,14.96,16.18
1674630000,2,300.41,0.01,11.14,37.19,2.21,15.38,16.55
1674633600,2,297.07,0.02,11.14,38.27,2.5,14.81,15.86
1674637200,2,290.39,0.12,10.62,40.41,2.74,13.79,14.77
1674640800,2,287.06,0.3,10.02,42.92,2.92,12.88,13.78
1674644400,2,283.72,0.49,9.51,45.42,2.77,12.05,12.89
1674648000,2,280.38,0.54,9.42,47.21,2.59,11.57,12.39
1674651600,2,280.38,0.52,9.77,48.64,2.65,11.11,11.93
1674655200,2,280.38,0.38,10.45,48.64,2.89,10.77,11.58
1674658800,2,280.38,0.18,11.14,49.35,3.16,10.56,11.37
1674662400,2,280.38,0.04,12.0,48.64,3.16,10.29,11.11
1674666000,2,283.72,0.01,13.19,47.21,3.13,10.29,11.14
1674669600,2,290.39,0.01,14.39,45.42,3.31,10.47,11.35
1674673200,2,293.73,0.01,14.39,45.06,3.31,10.61,11.53
1674676800,2,290.39,0.0,13.19,46.49,3.25,10.6,11.51
1674680400,2,287.06,0.0,12.17,47.21,3.28,10.78,11.68
1674684000,2,283.72,0.0,11.48,47.21,3.49,11.13,12.03
1674687600,2,283.72,0.0,10.45,47.92,3.58,11.44,12.31
1674691200,2,280.38,0.0,9.51,48.64,3.64,11.69,12.53
1674694800,2,277.04,0.0,8.91,50.07,3.61,11.7,12.51
1674698400,2,277.04,0.0,8.48,50.78,3.34,11.72,12.5
1674702000,2,273.7,0.0,7.88,50.78,2.74,12.02,12.81
1674705600,2,273.7,0.0,6.77,50.78,2.18,12.47,13.34
1674709200,2,270.37,0.0,6.0,52.21,2.24,12.62,13.61
1674712800,2,270.37,0.0,6.17,52.93,2.44,12.33,13.43
1674716400,2,270.37,0.0,7.2,52.93,3.04,11.78,12.91
1674720000,2,270.37,0.01,8.05,52.93,3.67,11.04,12.15
1674723600,2,270.37,0.06,8.74,52.93,4.11,10.36,11.44
1674727200,1,270.37,0.19,9.6,53.64,4.29,9.59,10.61
1674730800,1,267.03,0.41,10.62,55.07,4.41,8.86,9.83
1674734400,1,273.7,0.7,12.51,52.93,5.13,8.76,9.77
1674738000,1,287.06,0.88,15.59,45.06,6.2,9.37,10.58
1674741600,1,300.41,0.73,19.02,36.48,7.33,9.98,11.38
1674745200,1,307.08,0.39,20.73,32.54,7.99,9.82,11.24
1674748800,1,307.08,0.09,20.56,33.62,7.75,9.21,10.49
1674752400,1,300.41,0.01,19.54,36.84,7.51,8.71,9.83
1674756000,1,300.41,0.01,19.54,38.62,7.57,8.52,9.55
1674759600,1,313.76,0.01,21.59,36.12,8.7,9.18,10.3
1674763200,2,327.11,0.02,25.02,30.76,9.66,10.56,11.96
1674766800,2,340.46,0.03,28.45,26.11,10.01,12.36,14.12
1674770400,2,347.14,0.04,30.16,23.25,9.66,14.01,16.03
1674774000,2,340.46,0.02,28.45,23.96,8.46,14.99,17.04
1674777600,2,330.45,0.01,23.99,27.18,7.39,15.41,17.29
1674781200,2,320.43,0.0,19.71,31.11,6.68,14.77,16.4
1674784800,2,310.42,0.0,16.45,35.76,6.2,13.95,15.27
1674788400,2,300.41,0.0,14.22,39.34,5.9,13.77,14.87
1674792000,2,293.73,0.0,12.51,42.92,5.66,13.78,14.73
1674795600,2,283.72,0.0,10.62,47.21,5.25,13.17,13.93
1674799200,2,280.38,0.0,10.02,50.78,5.07,12.18,12.81
1674802800,2,273.7,0.0,9.34,53.64,4.77,10.88,11.43
1674806400,2,273.7,0.01,9.0,53.64,4.59,10.07,10.59
1674810000,1,273.7,0.08,8.48,55.07,4.23,8.96,9.46
1674813600,1,263.69,0.25,7.63,57.94,3.73,7.32,7.78
1674817200,2,257.02,0.36,6.51,61.51,3.1,5.64,6.03
1674820800,2,250.34,0.38,5.91,63.66,2.83,4.82,5.16
1674824400,2,253.68,0.34,6.68,60.8,3.07,5.71,6.04
1674828000,1,267.03,0.28,8.4,55.79,3.43,7.72,8.11
1674831600,1,277.04,0.16,10.11,50.07,3.43,8.97,9.43
1674835200,1,283.72,0.04,11.65,47.21,3.07,9.27,9.77
1674838800,1,287.06,0.01,13.02,45.42,2.8,9.37,9.9
1674842400,1,287.06,0.01,13.71,43.99,2.68,9.74,10.31
1674846000,2,290.39,0.01,13.88,41.13,2.68,10.71,11.31
1674849600,2,293.73,0.01,13.71,37.55,2.71,11.98,12.6
1674853200,2,297.07,0.01,13.88,32.9,2.68,12.66,13.28
1674856800,2,300.41,0.02,14.22,27.54,2.65,12.55,13.11
1674860400,2,303.75,0.02,14.74,21.82,2.41,12.24,12.71
1674864000,2,307.08,0.02,15.25,17.17,2.12,11.36,11.72
1674867600,1,303.75,0.02,15.08,15.74,1.83,9.82,10.12
1674871200,1,293.73,0.01,13.88,18.06,1.56,7.93,8.19
1674874800,1,280.38,0.01,12.17,22.35,1.42,6.26,6.51
1674878400,1,270.37,0.0,10.54,27.18,1.4,5.03,5.26
1674882000,1,263.69,0.0,9.68,30.4,1.53,4.54,4.75
1674885600,1,263.69,0.01,9.77,32.19,1.85,4.7,4.94
1674889200,1,263.69,0.01,9.85,33.26,2.06,4.98,5.27
1674892800,1,263.69,0.02,9.6,33.97,2.15,5.15,5.48
1674896400,1,263.69,0.15,9.34,35.05,2.26,5.32,5.71
1674900000,1,267.03,0.5,9.08,36.12,2.41,5.29,5.68
1674903600,1,267.03,0.75,8.65,37.55,2.53,5.19,5.58
1674907200,1,263.69,0.82,8.31,38.98,2.59,5.2,5.6
1674910800,1,260.35,0.64,7.8,42.92,2.5,4.77,5.17
1674914400,1,253.68,0.31,6.85,48.64,2.21,3.94,4.32
1674918000,1,247.0,0.12,6.08,52.21,1.94,3.26,3.63
1674921600,1,250.34,0.05,8.14,50.07,1.49,3.05,3.49
1674925200,1,267.03,0.02,12.51,41.84,1.37,3.43,4.05
1674928800,1,283.72,0.04,16.45,35.05,1.56,3.93,4.76
1674932400,1,297.07,0.06,18.85,30.04,2.35,4.53,5.53
1674936000,1,303.75,0.08,19.36,27.18,2.98,4.93,6.08
1674939600,1,307.08,0.09,19.36,25.39,3.16,5.27,6.51
1674943200,1,307.08,0.07,18.51,25.39,2.98,5.51,6.77
1674946800,1,293.73,0.02,16.11,28.97,2.35,5.58,6.71
1674950400,1,287.06,0.01,13.54,33.26,1.97,5.92,6.89
1674954000,1,283.72,0.0,12.17,36.84,1.89,6.48,7.33
1674957600,1,283.72,0.0,11.48,37.91,1.89,7.06,7.85
1674961200,1,283.72,0.0,10.97,38.98,1.88,7.54,8.3
1674964800,1,283.72,0.0,10.62,38.98,1.88,7.97,8.72
1674968400,1,287.06,0.01,11.48,37.19,2.09,8.42,9.2
1674972000,1,303.75,0.06,16.11,31.83,3.07,9.41,10.31
1674975600,2,330.45,0.21,22.96,24.32,4.17,10.36,11.43
1674979200,2,343.8,0.84,26.05,21.82,4.83,10.79,11.96
1674982800,2,343.8,4.08,22.28,30.04,5.19,10.8,11.95
1674986400,1,293.73,2.32,14.74,53.64,6.38,8.0,8.8
1674990000,1,280.38,2.96,13.37,57.94,9.06,7.33,8.07
1674993600,1,280.38,3.44,14.22,57.94,9.42,7.43,8.2
1674997200,2,260.35,2.35,11.14,62.94,6.26,6.43,7.13
1675000800,2,257.02,1.49,9.6,65.09,4.35,6.09,6.82
1675004400,2,257.02,0.87,10.28,62.94,3.81,6.27,7.1
1675008000,1,267.03,0.43,12.68,57.94,3.34,6.74,7.69
1675011600,1,277.04,0.01,15.42,50.78,3.16,7.32,8.39
1675015200,1,293.73,0.01,18.51,44.35,4.35,8.07,9.28
1675018800,1,313.76,0.02,25.7,36.12,7.57,9.47,10.87
1675022400,1,317.1,0.01,25.7,37.19,7.51,9.67,11.05
1675026000,1,297.07,0.0,17.65,45.42,5.78,8.94,10.16
1675029600,2,290.39,0.0,13.88,46.49,5.9,10.02,11.19
1675033200,2,297.07,0.0,14.05,42.2,5.9,12.32,13.57
1675036800,2,303.75,0.0,13.54,40.05,5.54,13.89,15.19
1675040400,2,293.73,0.0,11.14,43.99,4.89,13.74,14.91
1675044000,2,280.38,0.0,9.0,50.07,4.47,12.93,13.92
1675047600,2,270.37,0.0,7.28,56.51,3.81,11.68,12.5
1675051200,2,263.69,0.0,6.17,60.8,2.89,10.47,11.14
1675054800,2,260.35,0.0,5.65,63.66,2.38,9.46,10.05
1675058400,2,260.35,0.0,5.91,64.37,2.32,8.95,9.52
1675062000,2,257.02,0.0,6.0,65.8,2.35,8.4,8.94
1675065600,2,253.68,0.0,5.83,66.52,2.38,7.96,8.5
1675069200,2,250.34,0.02,5.91,65.8,2.44,7.97,8.51
1675072800,2,250.34,0.06,6.0,65.09,2.38,7.83,8.27
1675076400,2,247.0,0.11,5.83,64.37,2.24,7.27,7.59
1675080000,2,247.0,0.15,5.74,63.66,2.18,6.74,7.0
1675083600,2,247.0,0.19,5.65,62.94,2.06,6.27,6.49
1675087200,2,247.0,0.18,5.91,61.51,2.06,6.32,6.51
1675090800,1,247.0,0.12,6.51,57.94,2.18,6.34,6.54
1675094400,1,250.34,0.04,7.8,53.64,2.32,6.42,6.68
1675098000,1,257.02,0.0,9.25,49.35,2.5,6.51,6.85
1675101600,1,263.69,0.0,10.97,45.06,2.74,6.33,6.75
1675105200,1,270.37,0.0,12.51,42.2,2.92,6.24,6.75
1675108800,1,273.7,0.0,13.54,40.77,3.01,6.25,6.9
1675112400,1,277.04,0.0,13.71,41.13,3.07,6.35,7.12
1675116000,1,273.7,0.0,13.37,42.2,2.98,6.55,7.48
1675119600,1,273.7,0.0,12.51,43.63,2.74,6.79,7.9
1675123200,1,270.37,0.0,11.65,44.7,2.62,6.91,8.13
1675126800,1,267.03,0.0,10.45,46.49,2.53,6.87,8.12
1675130400,1,267.03,0.0,9.51,47.21,2.47,6.9,8.25
1675134000,1,267.03,0.0,9.0,46.49,2.41,7.17,8.6
1675137600,1,267.03,0.0,8.74,45.78,2.38,7.64,9.17
1675141200,1,267.03,0.0,8.91,44.35,2.44,8.11,9.7
1675144800,1,270.37,0.0,10.37,42.92,3.04,8.53,10.18
1675148400,1,273.7,0.01,12.17,41.48,3.4,8.49,10.18
1675152000,1,277.04,0.05,12.85,42.2,3.07,7.95,9.71
1675155600,1,270.37,0.26,12.17,46.49,3.04,6.67,8.4
1675159200,1,253.68,0.27,9.17,55.79,2.77,4.71,6.31
1675162800,2,247.0,0.23,7.11,60.8,2.44,3.54,5.07
1675166400,2,243.66,0.19,6.43,61.51,2.44,3.31,4.98
1675170000,2,243.66,0.13,5.83,62.23,2.68,3.71,6.05
1675173600,2,247.0,0.09,5.91,62.23,2.44,3.84,5.84
1675177200,2,250.34,0.04,6.0,61.51,2.09,3.95,5.45
1675180800,2,247.0,0.01,5.91,61.51,1.94,3.48,4.45
1675184400,2,240.33,0.0,5.65,61.51,1.85,2.57,3.14
1675188000,2,240.33,0.0,5.57,60.8,1.85,2.57,3.06
1675191600,2,240.33,0.0,5.57,60.8,1.89,2.89,3.44
1675195200,2,243.66,0.0,5.57,60.8,2.03,3.11,3.76
1675198800,2,243.66,0.0,5.74,60.08,2.12,3.22,3.87
1675202400,1,247.0,0.0,5.83,58.65,2.12,3.36,4.06
1675206000,1,247.0,0.0,5.83,57.22,2.0,3.44,4.14
1675209600,1,250.34,0.0,5.57,55.79,1.82,3.47,4.03
1675213200,1,250.34,0.0,5.31,55.07,1.68,3.68,4.08
1675216800,1,250.34,0.0,4.93,52.93,1.64,3.89,4.22
1675220400,1,243.66,0.0,4.33,52.21,1.59,3.87,4.24
1675224000,1,236.99,0.0,3.73,52.93,1.51,3.63,4.08
1675227600,1,230.31,0.0,3.43,55.07,1.45,3.25,3.73
1675231200,1,230.31,0.0,3.81,57.22,1.61,2.96,3.52
1675234800,1,233.65,0.0,4.84,57.94,1.91,2.88,3.42
1675238400,1,243.66,0.02,6.34,55.07,2.29,3.58,4.11
1675242000,1,257.02,0.23,7.8,52.21,2.65,4.34,4.81
1675245600,1,260.35,0.59,7.97,51.5,2.89,4.17,4.6
1675249200,1,253.68,0.73,7.45,53.64,3.04,3.29,3.72
1675252800,1,243.66,0.63,6.6,57.22,2.89,2.21,2.65
1675256400,2,230.31,0.39,5.48,62.94,2.5,1.27,1.8
1675260000,2,226.97,0.19,4.76,67.95,2.18,0.86,1.45
1675263600,2,226.97,0.08,4.84,70.1,2.15,0.83,1.43
1675267200,2,226.97,0.02,5.23,70.1,2.15,0.94,1.59
1675270800,2,226.97,0.0,5.74,69.38,2.24,1.12,1.89
1675274400,2,230.31,0.0,6.17,68.66,2.29,1.27,2.09
1675278000,2,240.33,0.0,6.77,67.23,2.35,1.73,2.54
1675281600,2,247.0,0.0,7.11,65.8,2.41,2.29,3.05
1675285200,2,253.68,0.0,7.03,65.09,2.47,3.01,3.88
1675288800,2,250.34,0.0,6.68,64.37,2.53,3.5,4.49
1675292400,2,250.34,0.0,6.34,63.66,2.47,3.99,5.19
1675296000,2,247.0,0.0,5.83,63.66,2.32,4.51,5.9
1675299600,2,243.66,0.0,5.18,63.66,2.15,4.48,5.46
1675303200,2,240.33,0.0,4.71,63.66,2.0,4.53,5.19
1675306800,2,240.33,0.0,4.63,62.94,1.97,5.16,5.89
1675310400,2,243.66,0.0,4.71,62.23,2.0,6.07,7.12
1675314000,2,243.66,0.0,5.01,60.8,2.12,7.0,8.52
1675317600,1,250.34,0.0,5.83,59.37,2.29,7.8,9.46
1675321200,1,257.02,0.0,6.94,57.94,2.47,8.44,10.05
1675324800,1,260.35,0.01,7.8,56.51,2.62,8.92,10.64
1675328400,1,260.35,0.1,8.14,57.22,2.71,8.74,10.46
1675332000,1,257.02,0.21,7.97,58.65,2.68,8.01,9.9
1675335600,2,253.68,0.3,7.8,60.8,2.59,7.31,9.38
1675339200,2,253.68,0.32,7.63,61.51,2.47,6.62,8.61
1675342800,2,250.34,0.25,7.37,62.23,2.35,5.47,7.13
1675346400,2,243.66,0.15,7.28,62.94,2.32,4.29,5.62
1675350000,2,240.33,0.07,7.45,62.94,2.35,3.56,4.78
1675353600,2,240.33,0.02,7.97,62.23,2.35,3.17,4.21
1675357200,2,243.66,0.0,8.48,60.8,2.38,3.04,3.91
1675360800,1,247.0,0.0,9.08,58.65,2.5,3.29,4.06
1675364400,1,250.34,0.0,9.6,56.51,2.59,3.87,4.65
1675368000,1,260.35,0.0,10.02,54.36,2.65,4.55,5.41
1675371600,1,260.35,0.0,9.6,54.36,2.68,4.89,5.75
1675375200,1,253.68,0.0,8.14,57.22,2.5,4.54,5.32
1675378800,2,247.0,0.0,6.77,60.08,2.18,3.32,3.8
1675382400,1,243.66,0.0,6.25,58.65,2.06,3.21,3.59
1675386000,1,247.0,0.0,6.17,56.51,2.0,3.8,4.2
1675389600,1,247.0,0.0,6.08,54.36,2.0,4.93,5.54
1675393200,1,247.0,0.0,5.83,53.64,1.91,5.76,6.52
1675396800,1,243.66,0.0,5.31,54.36,1.77,6.09,6.89
1675400400,1,243.66,0.0,5.06,55.79,1.74,6.05,6.8
1675404000,1,240.33,0.0,5.44,57.22,1.88,5.98,6.78
1675407600,1,236.99,0.0,5.91,58.65,2.0,5.3,6.25
1675411200,2,233.65,0.0,5.74,61.51,2.06,4.33,5.45
1675414800,2,230.31,0.02,5.48,63.66,2.12,3.57,4.73
1675418400,2,226.97,0.05,5.27,66.52,2.06,3.05,4.21
1675422000,2,226.97,0.07,5.23,66.52,2.0,2.78,3.9
1675425600,2,226.97,0.09,5.36,65.8,2.0,2.81,3.89
1675429200,2,223.64,0.09,5.48,63.66,1.97,2.79,3.66
1675432800,2,223.64,0.07,5.83,60.8,2.03,2.73,3.48
1675436400,1,226.97,0.04,6.6,59.37,2.15,2.61,3.25
1675440000,1,230.31,0.01,7.97,56.51,2.29,2.72,3.3
1675443600,1,240.33,0.0,9.68,52.93,2.53,3.22,3.81
1675447200,1,250.34,0.0,11.14,49.35,2.77,3.97,4.59
1675450800,1,257.02,0.0,12.0,45.78,2.89,4.52,5.11
1675454400,1,260.35,0.0,12.68,42.56,2.86,4.64,5.17
1675458000,1,257.02,0.0,13.19,40.77,2.86,4.45,5.0
1675461600,1,250.34,0.0,13.37,41.13,2.89,4.29,4.9
1675465200,1,243.66,0.0,13.02,42.92,3.07,4.68,5.32
1675468800,1,240.33,0.0,12.0,45.78,3.25,5.02,5.69
1675472400,1,236.99,0.0,10.62,50.07,3.31,5.34,6.11
1675476000,1,233.65,0.0,9.6,55.07,3.28,5.73,6.62
1675479600,1,236.99,0.0,9.08,57.94,3.28,6.28,7.37
1675483200,1,236.99,0.0,9.17,57.94,2.86,7.15,8.56
1675486800,1,240.33,0.0,9.6,55.07,2.38,8.27,10.08
1675490400,1,247.0,0.0,11.31,51.5,2.24,9.21,11.52
1675494000,1,253.68,0.0,13.54,47.92,2.24,9.72,12.6
1675497600,1,253.68,0.02,13.54,46.49,2.26,9.33,12.8
1675501200,1,247.0,0.13,11.65,49.35,2.38,7.79,11.64
1675504800,1,236.99,0.25,8.74,54.36,2.56,5.0,8.02
1675508400,1,233.65,0.39,7.28,56.51,2.5,3.3,5.44
1675512000,1,233.65,0.52,6.77,56.51,2.38,2.75,4.58
1675515600,1,233.65,0.57,6.68,55.07,2.06,2.48,4.18
1675519200,1,233.65,0.53,7.2,52.93,1.91,2.36,3.96
1675522800,1,233.65,0.35,8.05,50.07,1.94,2.21,3.65
1675526400,1,247.0,0.2,11.82,42.56,1.73,2.33,3.74
1675530000,1,263.69,0.07,17.99,31.11,1.65,2.69,4.17
1675533600,1,283.72,0.16,22.28,22.89,1.86,3.16,4.73
1675537200,1,300.41,0.24,23.65,19.31,1.97,3.49,5.09
1675540800,1,307.08,0.25,22.96,18.78,1.94,3.69,5.26
1675544400,1,317.1,0.26,22.28,18.6,2.0,4.02,5.6
1675548000,1,320.43,0.24,21.59,18.24,1.8,4.2,5.77
1675551600,1,310.42,0.16,19.54,17.88,1.7,4.05,5.58
1675555200,1,303.75,0.14,18.16,16.45,1.49,4.07,5.64
1675558800,1,303.75,0.16,17.99,13.59,1.45,4.35,6.02
1675562400,1,307.08,0.18,18.16,11.18,0.95,4.61,6.39
1675566000,1,307.08,0.16,18.34,10.19,0.8,4.78,6.59
1675569600,1,287.06,0.01,13.37,24.68,0.89,4.48,5.68
1675573200,1,290.39,0.02,14.39,24.68,1.16,4.88,6.14
1675576800,1,310.42,0.09,18.85,19.67,1.77,5.76,7.28
1675580400,1,337.12,0.27,24.68,14.13,2.62,6.84,8.56
1675584000,1,373.84,0.63,32.56,9.03,3.4,8.38,10.2
1675587600,2,403.88,1.51,37.7,8.31,3.87,10.4,12.24
1675591200,2,390.53,1.26,35.3,12.52,5.3,12.36,13.99
1675594800,2,367.16,1.9,31.19,14.13,6.08,13.59,14.96
1675598400,2,340.46,2.43,27.08,15.74,5.6,14.44,15.49
1675602000,2,323.77,2.37,25.02,16.27,4.59,13.58,14.34
1675605600,2,320.43,1.87,26.05,15.38,4.17,11.82,12.41
1675609200,2,320.43,1.13,29.13,13.41,3.99,10.43,10.92
1675612800,2,330.45,0.77,32.9,10.1,3.76,10.01,10.52
1675616400,1,337.12,0.42,34.27,7.51,3.55,9.89,10.5
1675620000,1,330.45,0.25,29.47,10.19,3.13,9.02,9.62
1675623600,1,323.77,0.11,23.99,15.74,2.38,7.98,8.56
1675627200,1,317.1,0.05,20.22,20.92,1.64,8.52,9.21
1675630800,1,310.42,0.03,17.99,23.96,1.24,9.41,10.13
1675634400,2,307.08,0.03,18.16,24.68,1.09,10.27,11.02
1675638000,2,310.42,0.02,18.34,24.32,1.06,10.96,11.77
1675641600,2,310.42,0.02,18.51,23.6,1.49,11.42,12.3
1675645200,2,310.42,0.02,18.51,23.25,1.68,11.62,12.58
1675648800,2,310.42,0.02,18.16,22.89,1.71,11.76,12.8
1675652400,2,310.42,0.02,17.31,23.25,1.71,11.77,12.89
1675656000,2,307.08,0.02,16.28,24.68,1.68,11.61,12.73
1675659600,2,300.41,0.02,15.25,26.11,1.77,11.2,12.34
1675663200,2,303.75,0.06,16.62,26.46,2.41,11.1,12.28
1675666800,2,303.75,0.07,17.31,28.97,2.41,10.61,11.76
1675670400,1,293.73,0.1,15.94,33.97,2.06,9.99,11.1
1675674000,1,283.72,0.44,13.54,39.34,2.0,9.3,10.39
1675677600,1,253.68,0.34,6.94,59.37,2.35,5.49,6.08
1675681200,2,247.0,0.31,5.31,62.94,2.32,4.57,5.02
1675684800,1,250.34,0.34,5.48,59.37,2.35,5.19,5.62
1675688400,1,253.68,0.35,6.25,55.07,2.44,5.91,6.38
1675692000,1,257.02,0.34,7.28,51.5,2.35,6.25,6.82
1675695600,1,263.69,0.25,8.83,46.49,2.24,6.35,7.02
1675699200,1,267.03,0.14,11.31,40.77,1.86,6.34,7.03
1675702800,1,273.7,0.03,13.71,37.19,1.68,6.26,6.99
1675706400,1,277.04,0.03,14.57,36.48,1.74,6.16,6.9
1675710000,1,277.04,0.02,13.88,37.91,1.71,5.88,6.67
1675713600,1,270.37,0.01,11.82,40.05,1.49,5.09,5.83
1675717200,1,263.69,0.01,10.11,40.05,1.27,4.28,4.81
1675720800,1,260.35,0.01,8.57,39.7,1.34,3.65,4.0
1675724400,1,260.35,0.0,8.48,36.84,1.36,3.94,4.25
1675728000,1,273.7,0.0,10.2,31.47,1.71,5.18,5.52
1675731600,1,290.39,0.01,13.02,27.54,2.77,7.27,7.7
1675735200,1,300.41,0.0,14.39,31.47,4.17,9.04,9.65
1675738800,1,287.06,0.0,10.62,44.35,4.47,8.97,9.78
1675742400,1,273.7,0.0,7.28,53.64,4.17,8.35,9.28
1675746000,1,273.7,0.0,7.03,54.36,4.11,8.58,9.6
1675749600,1,290.39,0.0,9.68,50.07,5.36,9.82,11.05
1675753200,2,300.41,0.01,12.85,45.78,6.02,10.52,11.87
1675756800,1,297.07,0.4,12.85,45.78,5.07,9.58,10.82
1675760400,1,290.39,1.66,10.2,50.07,4.17,8.22,9.31
1675764000,1,280.38,2.29,7.88,55.07,4.05,7.36,8.33
1675767600,1,277.04,2.65,7.28,55.79,3.99,7.48,8.46
1675771200,1,273.7,2.82,7.28,55.07,4.11,8.19,9.24
1675774800,1,273.7,2.54,7.03,55.79,3.99,8.27,9.26
1675778400,1,273.7,2.07,6.94,57.22,3.67,8.26,9.2
1675782000,1,273.7,1.48,8.05,57.94,3.49,8.65,9.59
1675785600,1,280.38,0.75,11.14,54.36,2.98,9.03,10.01
1675789200,1,293.73,0.04,15.25,48.64,2.5,9.3,10.32
1675792800,1,303.75,0.01,16.62,45.78,2.35,9.23,10.26
1675796400,1,307.08,0.01,16.96,44.35,2.74,9.22,10.31
1675800000,1,310.42,0.01,17.31,42.56,2.98,9.53,10.7
1675803600,2,320.43,0.01,18.16,39.7,3.31,10.08,11.34
1675807200,2,327.11,0.02,20.05,35.41,3.61,10.91,12.27
1675810800,2,333.79,0.01,21.08,32.19,3.43,11.67,13.07
1675814400,2,333.79,0.01,20.73,31.11,3.13,12.14,13.61
1675818000,2,327.11,0.01,18.34,32.19,2.83,12.4,13.94
1675821600,2,320.43,0.0,15.42,34.69,2.68,12.55,14.1
1675825200,2,313.76,0.0,13.19,37.55,2.68,12.71,14.24
1675828800,2,310.42,0.0,11.82,40.05,2.83,12.89,14.38
1675832400,2,310.42,0.0,11.48,41.84,3.16,13.11,14.55
1675836000,2,313.76,0.01,13.37,42.2,4.17,13.62,15.05
1675839600,2,317.1,0.01,15.25,42.2,5.36,14.07,15.47
1675843200,2,317.1,0.54,15.77,43.99,5.96,14.37,15.74
1675846800,2,313.76,2.29,13.54,48.64,5.96,14.03,15.36
1675850400,2,297.07,2.77,9.77,56.51,5.3,11.79,12.9
1675854000,2,283.72,2.63,8.05,61.51,4.53,10.32,11.31
1675857600,2,273.7,2.46,7.37,64.37,4.29,10.05,11.04
1675861200,2,263.69,1.84,6.34,70.1,3.7,8.3,9.14
1675864800,2,253.68,1.3,5.65,74.39,3.01,6.73,7.43
1675868400,2,253.68,0.91,6.43,74.39,2.77,6.64,7.35
1675872000,2,260.35,0.45,9.08,70.81,2.56,7.21,7.97
1675875600,2,277.04,0.02,13.37,63.66,2.59,8.52,9.4
1675879200,1,293.73,0.0,15.77,58.65,3.04,9.56,10.55
1675882800,1,300.41,0.0,15.94,57.22,3.43,9.83,10.91
1675886400,1,300.41,0.0,14.91,57.94,3.61,9.6,10.72
1675890000,1,300.41,0.0,14.22,58.65,3.93,9.22,10.37
1675893600,1,297.07,0.0,13.71,59.37,4.41,9.55,10.74
1675897200,2,297.07,0.0,12.51,60.08,4.71,10.72,11.96
1675900800,2,297.07,0.0,11.14,60.8,4.77,11.22,12.44
1675904400,2,293.73,0.0,10.37,60.8,4.53,10.73,11.94
1675908000,1,293.73,0.0,10.02,59.37,4.23,9.99,11.21
1675911600,1,293.73,0.0,10.02,57.22,3.99,9.61,10.9
1675915200,1,293.73,0.0,10.45,55.07,3.81,9.45,10.85
1675918800,1,300.41,0.0,11.82,51.5,3.93,9.73,11.29
1675922400,2,323.77,0.02,17.48,43.63,4.95,11.07,12.93
1675926000,2,360.49,0.11,28.1,30.4,6.5,13.15,15.51
1675929600,2,403.88,2.57,35.64,21.28,8.11,15.57,18.45
1675933200,2,440.6,9.72,32.9,26.46,10.13,18.4,21.75
1675936800,2,400.54,9.05,25.36,43.27,12.87,20.22,23.13
1675940400,2,400.54,9.61,23.99,48.64,11.92,22.42,25.22
1675944000,2,390.53,8.83,21.93,52.21,10.49,24.34,27.02
1675947600,2,347.14,5.03,16.28,64.37,7.87,23.11,25.18
1675951200,2,327.11,3.35,14.05,70.1,6.5,21.49,23.27
1675954800,2,317.1,2.21,15.59,71.53,6.5,20.61,22.29
1675958400,2,343.8,1.66,26.73,55.07,5.36,21.71,23.6
1675962000,2,393.87,0.56,44.55,30.4,4.47,23.94,26.27
1675965600,3,440.6,0.81,55.52,14.48,4.83,26.38,29.18
1675969200,3,487.33,2.51,61.69,5.23,7.03,28.7,31.96
1675972800,3,514.03,4.02,61.69,2.21,8.11,30.61,34.28
1675976400,3,527.38,4.81,60.32,1.48,8.34,32.67,36.69
1675980000,3,540.73,4.47,58.26,1.48,7.99,36.02,40.21
1675983600,3,527.38,2.54,54.84,2.62,6.91,39.82,43.66
1675987200,3,514.03,0.85,49.35,5.81,6.26,43.48,46.83
1675990800,3,494.0,0.21,42.16,12.34,6.02,46.23,49.14
1675994400,3,480.65,0.1,36.33,18.06,5.84,47.54,50.28
1675998000,3,473.98,0.07,32.56,21.82,5.72,48.13,50.81
1676001600,3,467.3,0.06,30.5,24.32,5.6,48.13,50.81
1676005200,3,460.62,0.06,29.13,26.46,5.78,47.81,50.52
1676008800,3,473.98,0.2,32.56,24.32,7.21,49.02,51.88
1676012400,4,500.68,0.64,39.76,16.99,8.94,51.33,54.45
1676016000,4,514.03,1.82,43.18,12.7,9.78,53.07,56.39
1676019600,4,500.68,2.77,38.04,19.85,9.89,53.44,56.77
1676023200,4,460.62,2.01,29.82,33.97,9.89,51.32,54.44
1676026800,4,460.62,2.65,29.47,36.48,8.7,51.59,54.74
1676030400,4,453.95,2.93,29.47,37.55,8.7,50.21,53.33
